X,Y,objectid,join_count,target_fid,id,d,e,datum,den,rok,mesic,srazka,pricina,alkohol,zavineni,nasledky,stav_vozovky,povetrnostni_podm,viditelnost,rozhled,misto_nehody,druh_komun,druh_vozidla,stav_ridic,ovlivneni_ridice,osoba,ozn_osoba,pohlavi,nasledek,usmrceno_os,tezce_zran_os,lehce_zran_os,hmotna_skoda,cas,hodina,mesic_t,den_v_tydnu,vek_skupina,nazev,point_x,point_y,globalid
-604774.831300002,-1162719.7497,1,1,1,60040140073,-604774.832,-1162719.75,2014/08/03 00:00:00+00,7,2014,8,jiný druh nehody,"jízda po nesprávné straně vozovky, vjetí do protisměru","Ano, obsah alkoholu v krvi od 0,8‰ do 1,0‰",řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"v noci - bez veřejného osvětlení, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),jízdní kolo,"pod vlivem alkoholu, obsah alkoholu v krvi do 0,99 ‰",1,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,0,430,4,srpen,neděle,19-24,Brno-Bosonohy,16.52074206,49.17113043,{CD1B3254-7DD0-478E-8B3A-C6221ADC3DAB}
-596241.5053,-1157759.1247,2,1,2,60206100089,-596241.506,-1157759.125,2010/01/21 00:00:00+00,4,2010,1,srážka s jedoucím nekolejovým vozidlem,řidič se plně nevěnoval řízení vozidla,Ne,řidičem motorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, znečistěný (písek, prach, listí, štěrk atd.)",neztížené,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,v blízkosti přechodu pro chodce (do vzdálenosti 20 m),komunikace místní,jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,20,1829,18,leden,čtvrtek,33-44,Brno-sever,16.62980964,49.22375737,{83269995-7595-4174-B258-92B2231CF8F2}
-600030.2883,-1153180.2116,3,1,3,60206100307,-600030.289,-1153180.212,2010/02/24 00:00:00+00,3,2010,2,srážka s jedoucím nekolejovým vozidlem,proti příkazu dopravní značky DEJ PŘEDNOST,Ne,řidičem motorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,uzel (křižovatka sledovaná ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,105,1720,17,únor,středa,45-60,Brno-Ivanovice,16.57131051,49.26102991,{F98B29BD-7F50-4A68-9A36-F3DAF63FD2DC}
-599209.6763,-1158005.4346,4,1,4,60206100503,-599209.677,-1158005.435,2010/03/30 00:00:00+00,2,2010,3,srážka s jedoucím nekolejovým vozidlem,"jízda po nesprávné straně vozovky, vjetí do protisměru",Nezjišťován,řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,110,1420,14,březen,úterý,71 a více,Brno-Královo Pole,16.5896598,49.21868775,{F8CC97C0-6BED-4228-9E62-E25252C6753F}
-597767.6653,-1159446.5427,5,1,5,60206100563,-597767.666,-1159446.543,2010/04/08 00:00:00+00,4,2010,4,srážka s jedoucím nekolejovým vozidlem,řidič se plně nevěnoval řízení vozidla,"Ano, obsah alkoholu v krvi do 0,24 ‰",řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,přechod pro chodce,komunikace sledovaná (ve vybraných městech),jízdní kolo,"pod vlivem alkoholu, obsah alkoholu v krvi do 0,99 ‰",1,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",muž,těžké zranění,0,1,0,150,2015,20,duben,čtvrtek,33-44,Brno-střed,16.61146604,49.20719839,{62D9178E-9D24-42B2-9894-86AB90A88090}
-601486.520300001,-1158518.3636,6,1,6,60206100668,-601486.521,-1158518.364,2010/04/26 00:00:00+00,1,2010,4,srážka s jedoucím nekolejovým vozidlem,proti příkazu dopravní značky DEJ PŘEDNOST,Ne,řidičem motorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,v blízkosti přechodu pro chodce (do vzdálenosti 20 m),uzel (křižovatka sledovaná ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,230,1440,14,duben,pondělí,45-60,Brno-Komín,16.55934772,49.21189305,{1ABF3C1A-27D2-4FDA-82BB-DAA13D5AC114}
-597287.7643,-1162146.7937,7,1,7,60206100676,-597287.765,-1162146.794,2010/04/27 00:00:00+00,2,2010,4,srážka s jedoucím nekolejovým vozidlem,řidič se plně nevěnoval řízení vozidla,Nezjišťován,řidičem nemotorového vozidla,nehoda pouze s hmotnou škodou,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,"výjezd z parkoviště, lesní cesty apod. (pol.36=7,8)",komunikace sledovaná (ve vybraných městech),jízdní kolo,,,,,,,0,0,0,300,1410,14,duben,úterý,,Brno-jih,16.62199004,49.18351979,{9F382DB4-4525-4EA5-8EC2-480BC15DBD9A}
-601601.611299999,-1161631.6206,8,1,8,60206100685,-601601.612,-1161631.621,2010/04/28 00:00:00+00,3,2010,4,srážka s jedoucím nekolejovým vozidlem,vozidlu přijíždějícímu zprava,Ne,řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace místní,jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",chlapec (do 15 let),lehké zranění,0,0,1,10,1700,17,duben,středa,7-11,Brno-Nový Lískovec,16.56239468,49.1839491,{DF69C113-D8FA-430D-BC1B-AC4EDE7255C1}
-598160.4463,-1160617.7436,9,1,9,60206100686,-598160.447,-1160617.744,2010/04/28 00:00:00+00,3,2010,4,srážka s jedoucím nekolejovým vozidlem,při odbočování vlevo,Nezjišťován,řidičem motorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,20,1810,18,duben,středa,24-32,Brno-střed,16.60783374,49.19634782,{147FF1B7-72F7-43AA-8904-D5E2413B7719}
-600509.263300002,-1158064.8706,10,1,10,60206100687,-600509.264,-1158064.871,2010/04/28 00:00:00+00,3,2010,4,srážka s jedoucím nekolejovým vozidlem,řidič se plně nevěnoval řízení vozidla,"Ano, obsah alkoholu v krvi od 0,24‰ do 0,5‰",řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,v blízkosti přechodu pro chodce (do vzdálenosti 20 m),uzel (křižovatka sledovaná ve vybraných městech),jízdní kolo,pod vlivem alkoholu obsah alkoholu v krvi 1 ‰ a víc,1,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,0,2030,20,duben,středa,24-32,Brno-Žabovřesky,16.57201143,49.21689643,{C0D1EC2A-A488-47E3-B0B5-0D2D552B80A3}
-601369.127300002,-1160655.5416,11,1,11,60206100695,-601369.128,-1160655.542,2010/04/29 00:00:00+00,4,2010,4,srážka s jedoucím nekolejovým vozidlem,proti příkazu dopravní značky STŮJ DEJ PŘEDNOST,Ne,řidičem motorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,uzel (křižovatka sledovaná ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,20,1600,16,duben,čtvrtek,19-24,Brno-střed,16.56411874,49.19290103,{15BF2BA2-33D7-4A6E-8180-CB854F5C7094}
-605685.307300001,-1153789.0246,12,1,12,60206100703,-605685.308,-1153789.025,2010/04/30 00:00:00+00,5,2010,4,srážka s domácím zvířetem,nezaviněná řidičem,Nezjišťován,"lesní zvěří, domácím zvířectvem",nehoda pouze s hmotnou škodou,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace místní,jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",muž,bez zraněn,0,0,0,30,1505,15,duben,pátek,33-44,Brno-Kníničky,16.49498606,49.25007306,{11CB12A6-0839-4F91-8ED7-D558592AB9C7}
-602740.035300002,-1157620.9016,13,1,13,60206100787,-602740.036,-1157620.902,2010/05/13 00:00:00+00,4,2010,5,havárie,nezvládnutí řízení vozidla,Nezjišťován,řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,povrch mokrý,déšť,"v noci - s veřejným osvětlením, zhoršená viditelnost vlivem povětrnostních podmínek (mlha, déšť, sněžení apod.)",dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",muž,těžké zranění,0,1,0,0,2310,23,květen,čtvrtek,33-44,Brno-Komín,16.54090862,49.21869626,{531BF3A5-8D9F-407B-8BCC-36180E8745FF}
-600305.855300002,-1158464.9496,14,1,14,60206100810,-600305.856,-1158464.95,2010/05/07 00:00:00+00,5,2010,5,"srážka s vozidlem zaparkovaným, odstaveným",jiný druh nesprávného způsobu jízdy,Nezjišťován,řidičem motorového vozidla,nehoda s následky na životě nebo zdraví,povrch mokrý,neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,50,1400,14,květen,pátek,24-32,Brno-Žabovřesky,16.57537991,49.2135171,{10F0466A-E298-4FCA-B6C0-64AE769C36D5}
-593905.4833,-1160716.2116,15,1,15,60206100820,-593905.484,-1160716.212,2010/05/18 00:00:00+00,2,2010,5,srážka s jedoucím nekolejovým vozidlem,při přejíždění z jednoho jízdního pruhu do druhého,Ne,řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,150,1420,14,květen,úterý,45-60,Brno-Líšeň,16.66603019,49.19956441,{DD6D5EA0-BDB0-4A70-93CC-F564221B4128}
-595333.4373,-1158488.2486,16,1,16,60206100839,-595333.438,-1158488.249,2010/05/21 00:00:00+00,5,2010,5,srážka s jedoucím nekolejovým vozidlem,"při zařazování do proudu jedoucích vozidel ze stanice, místa zastavení nebo stání",Nezjišťován,řidičem motorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,v blízkosti přechodu pro chodce (do vzdálenosti 20 m),komunikace sledovaná (ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,4,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",žena,lehké zranění,0,0,1,10,1710,17,květen,pátek,45-60,Brno-Maloměřice a Obřany,16.64327627,49.2181128,{BE17A518-ACFE-4C9F-9EE4-97F45142A686}
-597453.473299999,-1161671.0977,17,1,17,60206100845,-597453.474,-1161671.098,2010/05/22 00:00:00+00,6,2010,5,srážka s jedoucím nekolejovým vozidlem,proti příkazu dopravní značky DEJ PŘEDNOST,Ne,řidičem motorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,přechod pro chodce,uzel (křižovatka sledovaná ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,1000,1303,13,květen,sobota,45-60,Brno-střed,16.61902967,49.18761295,{8BE304DD-1B75-40BF-867D-C304A892C0A7}
-592241.614300001,-1162833.0436,18,1,18,60206100849,-592241.615,-1162833.044,2010/05/23 00:00:00+00,7,2010,5,srážka s jedoucím nekolejovým vozidlem,proti příkazu dopravní značky DEJ PŘEDNOST,Nezjišťován,řidičem motorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,uzel (křižovatka sledovaná ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",žena,lehké zranění,0,0,1,10,1020,10,květen,neděle,19-24,Brno-Slatina,16.69182276,49.18223082,{D7542BDD-6788-45CC-961D-0212FD753F6B}
-597288.816300001,-1164887.6807,19,1,19,60206100861,-597288.817,-1164887.681,2010/05/25 00:00:00+00,2,2010,5,srážka s jedoucím nekolejovým vozidlem,nesprávné otáčení nebo couvání,Nezjišťován,řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace účelová - polní a lesní cesty atd.,jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,4,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",žena,lehké zranění,0,0,1,0,1740,17,květen,úterý,33-44,Brno-jih,16.62600708,49.15901329,{B02973AA-DB97-42C7-ABCD-E624C1227CA8}
-597288.816300001,-1164887.6807,20,1,20,60206100861,-597288.817,-1164887.681,2010/05/25 00:00:00+00,2,2010,5,srážka s jedoucím nekolejovým vozidlem,nesprávné otáčení nebo couvání,Nezjišťován,řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace účelová - polní a lesní cesty atd.,jízdní kolo,,,,,,,0,0,1,0,1740,17,květen,úterý,,Brno-jih,16.62600708,49.15901329,{EF5554D0-0564-44EE-B7B9-6ECA61423460}
-600632.314300001,-1158278.2516,21,1,21,60206100887,-600632.315,-1158278.252,2010/05/28 00:00:00+00,5,2010,5,srážka s jedoucím nekolejovým vozidlem,proti příkazu dopravní značky DEJ PŘEDNOST,Ne,řidičem motorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,uzel (křižovatka sledovaná ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,60,1650,16,květen,pátek,45-60,Brno-Žabovřesky,16.57064832,49.21486938,{8108E68F-14F3-4AE8-9163-0F87C2533797}
-599212.3433,-1161787.4237,22,1,22,60206100932,-599212.344,-1161787.424,2010/06/04 00:00:00+00,5,2010,6,srážka s jedoucím nekolejovým vozidlem,řidič se plně nevěnoval řízení vozidla,Ne,řidičem motorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,10,1430,14,červen,pátek,45-60,Brno-střed,16.59521106,49.18487317,{047E694D-E44C-48A0-B0B0-B5E2E5E0A0A9}
-594613.439300001,-1158197.7206,23,1,23,60206100936,-594613.44,-1158197.721,2010/06/05 00:00:00+00,6,2010,6,havárie,"nepřizpůsobení rychlosti dopravně technickému stavu vozovky (zatáčka, klesání, stoupání, šířka vozovky apod.)","Ano, obsah alkoholu v krvi od 0,24‰ do 0,5‰",řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace místní,jízdní kolo,pod vlivem alkoholu obsah alkoholu v krvi 1 ‰ a víc,1,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,10,1720,17,červen,sobota,45-60,Brno-Maloměřice a Obřany,16.65267743,49.22140272,{935E5C3D-7A62-4FD5-96A7-07C5EE6F24C8}
-603941.598299999,-1155641.3896,24,1,24,60206100975,-603941.599,-1155641.39,2010/06/11 00:00:00+00,5,2010,6,havárie,"nepřizpůsobení rychlosti dopravně technickému stavu vozovky (zatáčka, klesání, stoupání, šířka vozovky apod.)",Ne,řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,20,2325,23,červen,pátek,61-70,Brno-Kníničky,16.52156025,49.23522003,{C921F745-B4E1-4D4C-AAE5-7088A6BE05CE}
-591028.4003,-1157631.3396,25,1,25,60206100990,-591028.401,-1157631.34,2010/06/13 00:00:00+00,7,2010,6,srážka s jedoucím nekolejovým vozidlem,"jízda po nesprávné straně vozovky, vjetí do protisměru",Ne,řidičem motorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),jízdní kolo,"pod vlivem alkoholu, obsah alkoholu v krvi do 0,99 ‰",1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",muž,těžké zranění,0,1,4,1900,1430,14,červen,neděle,19-24,Brno-Líšeň,16.70079076,49.22990195,{9D37CCD9-7271-4AC9-925C-EBF50999E0A1}
-596407.513300002,-1159428.5296,26,1,26,60206101016,-596407.514,-1159428.53,2010/06/15 00:00:00+00,2,2010,6,srážka s jedoucím nekolejovým vozidlem,při odbočování vlevo,"Ano, obsah alkoholu v krvi od 0,24‰ do 0,5‰",řidičem nemotorového vozidla,nehoda pouze s hmotnou škodou,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,v blízkosti přechodu pro chodce (do vzdálenosti 20 m),komunikace místní,jízdní kolo,pod vlivem alkoholu obsah alkoholu v krvi 1 ‰ a víc,1,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",muž,bez zraněn,0,0,0,50,1840,18,červen,úterý,45-60,Brno-sever,16.6299998,49.20867169,{7C19307A-2B7F-4B22-9F62-1314A26AFA2D}
-597616.311299998,-1160385.9257,27,1,27,60206101034,-597616.312,-1160385.926,2010/06/17 00:00:00+00,4,2010,6,srážka s jedoucím nekolejovým vozidlem,jiný druh nesprávného způsobu jízdy,Ne,řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,110,1525,15,červen,čtvrtek,45-60,Brno-střed,16.61491555,49.19894597,{CA39F1BD-784D-42E7-BC56-107550D34651}
-593184.5143,-1166780.0886,28,1,28,60206101114,-593184.515,-1166780.089,2010/06/30 00:00:00+00,3,2010,6,jiný druh nehody,jiný druh nepřiměřené rychlosti,Ne,řidičem motorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,320,1750,17,červen,středa,45-60,Brno-Tuřany,16.68472519,49.14603598,{4C7D2223-1C9E-4F4F-9B98-7FA7753CBD4D}
-605025.041299999,-1156450.1596,29,1,29,60206101140,-605025.042,-1156450.16,2010/07/05 00:00:00+00,1,2010,7,havárie,"nepřizpůsobení rychlosti dopravně technickému stavu vozovky (zatáčka, klesání, stoupání, šířka vozovky apod.)",Ne,řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,10,1100,11,červenec,pondělí,33-44,Brno-Bystrc,16.50797818,49.22693139,{B726ED0C-8B31-4914-B571-9C7D042F8302}
-589869.862300001,-1159306.4637,30,1,30,60206101156,-589869.863,-1159306.464,2010/07/08 00:00:00+00,4,2010,7,havárie,"nepřizpůsobení rychlosti stavu vozovky (náledí, výtluky, bláto, mokrý povrch apod.)",Ne,řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,"komunikace účelová - ostatní (parkoviště, odpočívky apod.",jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,10,1210,12,červenec,čtvrtek,71 a více,Brno-Líšeň,16.7190471,49.21602896,{BB7B7BB9-6E1C-4355-A2A0-CBA4F1211C8A}
-597098.636300001,-1157769.2077,31,1,31,60206101168,-597098.637,-1157769.208,2010/07/11 00:00:00+00,7,2010,7,srážka s jedoucím nekolejovým vozidlem,při odbočování vlevo,Ne,řidičem motorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,360,940,9,červenec,neděle,33-44,Brno-Královo Pole,16.61812462,49.2228406,{887ABFB0-15B1-4ABE-8A84-1933F674E2C1}
-604297.393300001,-1157452.7706,32,1,32,60206101185,-604297.394,-1157452.771,2010/07/14 00:00:00+00,3,2010,7,srážka s jedoucím nekolejovým vozidlem,proti příkazu dopravní značky STŮJ DEJ PŘEDNOST,Ne,řidičem motorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,přechod pro chodce,uzel (křižovatka sledovaná ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,60,845,8,červenec,středa,33-44,Brno-Bystrc,16.5194051,49.21868006,{E39B2151-D29E-446A-B58F-FA25867C0A6A}
-598067.815299999,-1164084.0216,33,1,33,60206101229,-598067.816,-1164084.022,2010/07/20 00:00:00+00,2,2010,7,srážka s jedoucím nekolejovým vozidlem,nesprávné otáčení nebo couvání,Ne,řidičem motorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),jízdní kolo,"pod vlivem alkoholu, obsah alkoholu v krvi do 0,99 ‰",1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,600,2025,20,červenec,úterý,33-44,Brno-jih,16.61420447,49.16544692,{E7304CA2-B83E-4AD7-A722-8FD430D04078}
-599257.406300001,-1161402.3126,34,1,34,60206101238,-599257.407,-1161402.313,2010/07/22 00:00:00+00,4,2010,7,jiný druh nehody,"při předjíždění došlo k ohrožení předjížděného řidiče vozidla (vynucované zařazení, předjížděný řidič musel prudce brzdit, měnit směr jízdy apod.)",Nezjišťován,řidičem motorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,"výjezd z parkoviště, lesní cesty apod. (pol.36=7,8)",komunikace sledovaná (ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,10,815,8,červenec,čtvrtek,33-44,Brno-střed,16.59402778,49.18827257,{59514DE2-818B-4A6C-8B95-4AECB9FB17B2}
