X,Y,objectid,join_count,target_fid,id,d,e,datum,den,rok,mesic,srazka,pricina,alkohol,zavineni,nasledky,stav_vozovky,povetrnostni_podm,viditelnost,rozhled,misto_nehody,druh_komun,druh_vozidla,stav_ridic,ovlivneni_ridice,osoba,ozn_osoba,pohlavi,nasledek,usmrceno_os,tezce_zran_os,lehce_zran_os,hmotna_skoda,cas,hodina,mesic_t,den_v_tydnu,vek_skupina,nazev,point_x,point_y,globalid
-599205.871300001,-1161749.8726,608,1,609,60206160546,-599205.872,-1161749.873,2016/04/04 00:00:00+00,1,2016,4,havárie,řidič se plně nevěnoval řízení vozidla,Ne,řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,10,1330,13,duben,pondělí,45-60,Brno-střed,16.59524389,49.18521516,{DD4F17BC-F167-4A1A-9176-E3A0A8D4B46A}
-604298.533300001,-1157455.2777,609,1,610,60206160550,-604298.534,-1157455.278,2016/04/04 00:00:00+00,1,2016,4,srážka s jedoucím nekolejovým vozidlem,proti příkazu dopravní značky DEJ PŘEDNOST,Ne,řidičem motorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,uzel (křižovatka sledovaná ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,310,1515,15,duben,pondělí,24-32,Brno-Bystrc,16.51939328,49.21865654,{1465DFEE-6FBA-459E-B201-DEE6B26C07E6}
-603020.248300001,-1157297.8127,610,1,611,60206160551,-603020.249,-1157297.813,2016/04/04 00:00:00+00,1,2016,4,srážka s jedoucím nekolejovým vozidlem,jiný druh nepřiměřené rychlosti,Ne,řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,přechod pro chodce,komunikace sledovaná (ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,800,1840,18,duben,pondělí,33-44,Brno-Komín,16.53660377,49.22131147,{9FA91093-8761-4C0D-AA19-3AA8B96B784F}
-595781.238299999,-1162881.8746,611,1,612,60206160555,-595781.239,-1162881.875,2016/04/05 00:00:00+00,2,2016,4,srážka s domácím zvířetem,nezaviněná řidičem,Nezjišťován,"lesní zvěří, domácím zvířectvem",nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace místní,jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",žena,těžké zranění,0,1,0,0,835,8,duben,úterý,33-44,Brno-Černovice,16.6436171,49.1783989,{6B85A907-5317-483D-9F2B-1B35E605B14B}
-597561.914299998,-1160101.3546,612,1,613,60206160574,-597561.915,-1160101.355,2016/04/08 00:00:00+00,5,2016,4,havárie,"nepřizpůsobení rychlosti dopravně technickému stavu vozovky (zatáčka, klesání, stoupání, šířka vozovky apod.)",Ne,řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,60,940,9,duben,pátek,24-32,Brno-střed,16.61523846,49.20154271,{AD74CA2D-561A-46C9-A0FA-F28126F3FCCC}
-599284.0693,-1155820.5366,613,1,614,60206160580,-599284.07,-1155820.537,2016/04/08 00:00:00+00,5,2016,4,srážka s jedoucím nekolejovým vozidlem,při otáčení nebo couvání,Ne,řidičem motorového vozidla,nehoda s následky na životě nebo zdraví,povrch mokrý,déšť,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,parkoviště přiléhající ke komunikaci,komunikace sledovaná (ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,100,1650,16,duben,pátek,19-24,Brno-Řečkovice a Mokrá Hora,16.58541257,49.23814903,{838E9A79-CF08-4ABA-9358-6002F9B37C53}
-597824.225299999,-1160664.9556,614,1,615,60206160658,-597824.226,-1160664.956,2016/04/20 00:00:00+00,3,2016,4,srážka s chodcem,nezaviněná řidičem,Nezjišťován,chodcem,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace místní,jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,10,1755,17,duben,středa,19-24,Brno-střed,16.61249017,49.19625052,{729E13A5-02F2-4797-9638-75AA6240ABEA}
-601025.998300001,-1162824.4346,615,1,616,60206160666,-601025.999,-1162824.435,2016/04/21 00:00:00+00,4,2016,4,srážka s jedoucím nekolejovým vozidlem,"jízda na ""červenou"" 3-barevného semaforu",Ne,řidičem motorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,přechod pro chodce,uzel (křižovatka sledovaná ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",žena,lehké zranění,0,0,1,110,1700,17,duben,čtvrtek,24-32,Brno-Bohunice,16.57201105,49.17384436,{3F4E0153-297B-41D6-A7EA-5F08155B82A7}
-598919.620299999,-1161056.6666,616,1,617,60206160686,-598919.621,-1161056.667,2016/04/23 00:00:00+00,6,2016,4,"srážka s vozidlem zaparkovaným, odstaveným",řidič se plně nevěnoval řízení vozidla,Ne,řidičem motorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, zhoršená viditelnost (svítání, soumrak)",dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,4,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",muž,těžké zranění,0,1,0,70,2017,20,duben,sobota,45-60,Brno-střed,16.59812497,49.19168964,{FAD77BB0-F78E-4946-B8C3-3B075AAA9823}
-596401.778299998,-1154470.0016,617,1,618,60206160695,-596401.779,-1154470.002,2016/04/26 00:00:00+00,2,2016,4,srážka s jedoucím nekolejovým vozidlem,proti příkazu dopravní značky DEJ PŘEDNOST,Ne,řidičem motorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",žena,lehké zranění,0,0,1,100,830,8,duben,úterý,33-44,Brno-sever,16.62277827,49.25300973,{AE7D8399-95E6-4108-A211-384ABE5DA6FA}
-595367.442299999,-1160997.4286,618,1,619,60206160701,-595367.443,-1160997.429,2016/04/26 00:00:00+00,2,2016,4,srážka s jedoucím nekolejovým vozidlem,při odbočování vlevo,Ne,řidičem motorového vozidla,nehoda s následky na životě nebo zdraví,povrch mokrý,déšť,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,uzel (křižovatka sledovaná ve vybraných městech),jízdní kolo,"pod vlivem alkoholu, obsah alkoholu v krvi do 0,99 ‰",1,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,90,2155,21,duben,úterý,33-44,Brno-Židenice,16.64649603,49.19564569,{C67B0C75-D677-4DF3-B681-4D3AE7665254}
-598101.2223,-1160770.9256,619,1,620,60206160719,-598101.223,-1160770.926,2016/04/29 00:00:00+00,5,2016,4,jiný druh nehody,řidič se plně nevěnoval řízení vozidla,Ne,řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,uzel (křižovatka sledovaná ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,2,20,1035,10,duben,pátek,19-24,Brno-střed,16.60886753,49.19503553,{79F9E101-3C55-4719-B9F1-0409C679D298}
-598979.0273,-1161061.6446,620,1,621,60206160758,-598979.028,-1161061.645,2016/05/05 00:00:00+00,4,2016,5,jiný druh nehody,nezaviněná řidičem,Nezjišťován,jiné zaviněn,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,100,1420,14,květen,čtvrtek,33-44,Brno-střed,16.59732196,49.19158766,{62A46B45-539A-4EB9-9501-E9E3EEA6E58E}
-599653.3803,-1161735.8217,621,1,622,60206160769,-599653.381,-1161735.822,2016/05/07 00:00:00+00,6,2016,5,srážka s jedoucím nekolejovým vozidlem,"při předjíždění došlo k ohrožení předjížděného řidiče vozidla (vynucované zařazení, předjížděný řidič musel prudce brzdit, měnit směr jízdy apod.)",Nezjišťován,řidičem motorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace místní,jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",žena,lehké zranění,0,0,1,30,930,9,květen,sobota,24-32,Brno-střed,16.58911961,49.18490751,{3B97F58C-1FA3-459D-BE82-6F4E7944BF66}
-603460.601300001,-1155648.8017,622,1,623,60206160789,-603460.602,-1155648.802,2016/05/09 00:00:00+00,1,2016,5,srážka s jedoucím nekolejovým vozidlem,vyhýbání bez dostatečného bočního odstupu (vůle),Nezjišťován,řidičem motorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,přechod pro chodce,komunikace sledovaná (ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",žena,lehké zranění,0,0,1,10,1620,16,květen,pondělí,19-24,Brno-Kníničky,16.5281376,49.23562328,{0C05149D-DA48-49A5-BF42-BC3E58F760A7}
-598886.2993,-1160218.6506,623,1,624,60206160812,-598886.3,-1160218.651,2016/05/11 00:00:00+00,3,2016,5,"srážka s vozidlem zaparkovaným, odstaveným",řidič se plně nevěnoval řízení vozidla,"Ano, obsah alkoholu v krvi 1,5‰ a více",řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace místní,jízdní kolo,pod vlivem alkoholu obsah alkoholu v krvi 1 ‰ a víc,1,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",muž,těžké zranění,0,1,0,210,2250,22,květen,středa,33-44,Brno-střed,16.59734237,49.19921403,{D5C6C467-E17B-4B58-BB9C-687D4123F505}
-599120.4923,-1160577.4156,624,1,625,60206160823,-599120.493,-1160577.416,2016/05/12 00:00:00+00,4,2016,5,jiný druh nehody,při odbočování vlevo,Ne,řidičem motorového vozidla,nehoda s následky na životě nebo zdraví,povrch mokrý,neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,60,1750,17,květen,čtvrtek,33-44,Brno-střed,16.5946772,49.19577992,{E4874A10-C156-40DD-BE11-42E64B33379E}
-603686.463300001,-1155717.4356,625,1,626,60206160845,-603686.464,-1155717.436,2016/05/14 00:00:00+00,6,2016,5,havárie,jiný druh nepřiměřené rychlosti,"Ano, obsah alkoholu v krvi 1,5‰ a více",řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),jízdní kolo,pod vlivem alkoholu obsah alkoholu v krvi 1 ‰ a víc,1,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",muž,těžké zranění,0,1,0,50,1337,13,květen,sobota,45-60,Brno-Kníničky,16.52515655,49.23478932,{7B66C7B6-87AE-4770-BB73-D9AE10D2B984}
-596615.8343,-1161420.4316,626,1,627,60206160878,-596615.835,-1161420.432,2016/05/03 00:00:00+00,2,2016,5,srážka s jedoucím nekolejovým vozidlem,proti příkazu dopravní značky DEJ PŘEDNOST,Nezjišťován,řidičem motorového vozidla,nehoda pouze s hmotnou škodou,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,uzel (křižovatka sledovaná ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",muž,bez zraněn,0,0,0,10,645,6,květen,úterý,33-44,Brno-Černovice,16.6300868,49.19066184,{071A8F16-56BE-42D3-9919-64B4220F5296}
-598643.620299999,-1162004.1036,627,1,628,60206160887,-598643.621,-1162004.104,2016/05/21 00:00:00+00,6,2016,5,havárie,řidič se plně nevěnoval řízení vozidla,Ne,řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace místní,jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",chlapec (do 15 let),lehké zranění,0,0,1,0,1145,11,květen,sobota,12-15,Brno-střed,16.6032875,49.18348611,{61903882-9ADA-4FC8-B415-DD0C2942A43C}
-597103.985300001,-1163061.4716,628,1,629,60206160888,-597103.986,-1163061.472,2016/05/21 00:00:00+00,6,2016,5,havárie,nezvládnutí řízení vozidla,Ne,řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace místní,jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,1,1340,13,květen,sobota,33-44,Brno-jih,16.62584199,49.17551917,{16D735CA-D884-41C0-9589-63788ABA0876}
-590548.9113,-1159825.7657,629,1,630,60206160896,-590548.912,-1159825.766,2016/05/22 00:00:00+00,7,2016,5,srážka s chodcem,řidič se plně nevěnoval řízení vozidla,"Ano, obsah alkoholu v krvi od 0,24‰ do 0,5‰",řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace místní,jízdní kolo,"pod vlivem alkoholu, obsah alkoholu v krvi do 0,99 ‰",0,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",muž,bez zraněn,0,1,0,0,1700,17,květen,neděle,19-24,Brno-Líšeň,16.71053466,49.21073788,{9A5E2C87-07BC-41AA-907B-FC51293B2644}
-599108.488299999,-1161062.2816,630,1,631,60206160935,-599108.489,-1161062.282,2016/05/27 00:00:00+00,5,2016,5,srážka s jedoucím nekolejovým vozidlem,při odbočování vlevo,Ne,řidičem motorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,uzel (křižovatka sledovaná ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,400,1515,15,květen,pátek,24-32,Brno-střed,16.59555695,49.19145669,{6640EB62-0D7E-4E3C-9FD2-02D0F58F106E}
-598633.997299999,-1154030.0377,631,1,632,60206160942,-598633.998,-1154030.038,2016/05/29 00:00:00+00,7,2016,5,jiný druh nehody,nezvládnutí řízení vozidla,Ne,řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace místní,jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",muž,těžké zranění,0,1,0,105,1715,17,květen,neděle,45-60,Brno-Řečkovice a Mokrá Hora,16.59164077,49.25478601,{D462A2BB-A706-4739-981D-3B64FB29DEBA}
-603282.901299998,-1157352.6116,632,1,633,60206160957,-603282.902,-1157352.612,2016/05/30 00:00:00+00,1,2016,5,srážka s chodcem,nezaviněná řidičem,Nezjišťován,chodcem,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace místní,jízdní kolo,,,,,,,0,0,1,0,1925,19,květen,pondělí,,Brno-Bystrc,16.53310074,49.22056552,{427807F5-8632-495B-B9F4-CA2C4EBA21BB}
-598251.559300002,-1157365.5046,633,1,634,60206160970,-598251.56,-1157365.505,2016/06/02 00:00:00+00,4,2016,6,jiný druh nehody,jiný druh nepřiměřené rychlosti,"Ano, obsah alkoholu v krvi 1,5‰ a více",řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,parkoviště přiléhající ke komunikaci,komunikace místní,jízdní kolo,pod vlivem alkoholu obsah alkoholu v krvi 1 ‰ a víc,1,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",žena,lehké zranění,0,0,1,0,950,9,červen,čtvrtek,45-60,Brno-Královo Pole,16.6017918,49.22533611,{D9181389-5B50-489C-AD18-7740FE631C4F}
-598985.631299999,-1161075.9186,634,1,635,60206160982,-598985.632,-1161075.919,2016/06/05 00:00:00+00,7,2016,6,havárie,nepřizpůsobení rychlosti vlastnostem vozidla a nákladu,"Ano, obsah alkoholu v krvi 1,5‰ a více",řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),jízdní kolo,pod vlivem alkoholu obsah alkoholu v krvi 1 ‰ a víc,1,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,0,325,3,červen,neděle,33-44,Brno-střed,16.59725294,49.19145365,{7C0EC724-91F1-4A68-A3CB-72F45CBE8062}
-599212.8103,-1156000.3036,635,1,636,60206161001,-599212.811,-1156000.304,2016/06/08 00:00:00+00,3,2016,6,havárie,řidič se plně nevěnoval řízení vozidla,"Ano, obsah alkoholu v krvi 1,5‰ a více",řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),jízdní kolo,pod vlivem alkoholu obsah alkoholu v krvi 1 ‰ a víc,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,0,115,1,červen,středa,24-32,Brno-Řečkovice a Mokrá Hora,16.58665147,49.23661093,{1FF1AEDB-AED9-45C3-98C8-8893F7CFB398}
-602379.228300001,-1158374.9386,636,1,637,60206161004,-602379.229,-1158374.939,2016/06/08 00:00:00+00,3,2016,6,srážka s chodcem,řidič se plně nevěnoval řízení vozidla,Nezjišťován,řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace místní,jízdní kolo,,,,,,,0,0,1,0,1710,17,červen,středa,,Brno-Jundrov,16.54695326,49.21230683,{AC4AC701-A624-4C84-96B5-64FAD6CB430A}
-596318.548300002,-1158034.0296,637,1,638,60206161021,-596318.549,-1158034.03,2016/06/12 00:00:00+00,7,2016,6,havárie,"nepřizpůsobení rychlosti dopravně technickému stavu vozovky (zatáčka, klesání, stoupání, šířka vozovky apod.)","Ano, obsah alkoholu v krvi od 1,0‰ do 1,5‰",řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),jízdní kolo,pod vlivem alkoholu obsah alkoholu v krvi 1 ‰ a víc,1,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,10,1,0,červen,neděle,33-44,Brno-sever,16.62916249,49.22122527,{3A292215-78BC-4E64-89C5-3DEDFE0F6816}
-591395.110300001,-1159612.5686,638,1,639,60206161027,-591395.111,-1159612.569,2016/06/13 00:00:00+00,1,2016,6,srážka s jedoucím nekolejovým vozidlem,při odbočování vlevo,Ne,řidičem motorového vozidla,nehoda s následky na životě nebo zdraví,povrch mokrý,neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",muž,těžké zranění,0,1,0,1020,1326,13,červen,pondělí,33-44,Brno-Líšeň,16.69867476,49.21183621,{B92BA566-022A-4864-AB71-23789708ACDF}
-596014.7883,-1163023.6126,639,1,640,60206161038,-596014.789,-1163023.613,2016/06/14 00:00:00+00,2,2016,6,srážka s jedoucím nekolejovým vozidlem,proti příkazu dopravní značky DEJ PŘEDNOST,Ne,řidičem motorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,přechod pro chodce,komunikace místní,jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",žena,lehké zranění,0,0,1,110,640,6,červen,úterý,33-44,Brno-Černovice,16.64064002,49.17690689,{AAE4EEBC-1E60-422F-B8F2-099EF8389849}
-598131.539299998,-1159868.3046,640,1,641,60206161040,-598131.54,-1159868.305,2016/06/14 00:00:00+00,2,2016,6,srážka s jedoucím nekolejovým vozidlem,nesprávné otáčení nebo couvání,Ne,řidičem motorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,přechod pro chodce,uzel (křižovatka sledovaná ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",žena,lehké zranění,0,0,1,310,1200,12,červen,úterý,19-24,Brno-střed,16.60712296,49.20307609,{FD8CECCA-45EB-4FF3-A521-CE0F797C09E1}
-595820.5273,-1161761.4816,641,1,642,60206161058,-595820.528,-1161761.482,2016/06/16 00:00:00+00,4,2016,6,srážka s chodcem,nezaviněná řidičem,Ne,chodcem,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,1,1,80,545,5,červen,čtvrtek,33-44,Brno-Černovice,16.64143665,49.18837845,{373583D5-CE39-4FFE-A8DF-0849B6090AD2}
-595013.863299999,-1161035.0157,642,1,643,60206161132,-595013.864,-1161035.016,2016/06/25 00:00:00+00,6,2016,6,havárie,řidič se plně nevěnoval řízení vozidla,Ne,řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",muž,těžké zranění,0,1,0,10,2040,20,červen,sobota,24-32,Brno-Židenice,16.65137502,49.19564957,{660816AF-9B55-4D2A-B3E0-3C5112D3E267}
-599937.072299998,-1159823.4626,643,1,644,60206161147,-599937.073,-1159823.463,2016/06/28 00:00:00+00,2,2016,6,havárie,nezvládnutí řízení vozidla,Ne,řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",žena,lehké zranění,0,0,1,50,1715,17,červen,úterý,24-32,Brno-střed,16.58242256,49.2017295,{B3512B90-E98C-4B5B-9D39-F8A9B883A008}
